Logged,hostName,clientIp,clientPort,dhost,remarks,src,peerHost,ruleName,shost,dst,dOSName,clientFlag,act,app,serverMAC,deviceDirection
13/09/2023 05:37,,,,45.76.69.64.vultrusercontent.com,"[""IP address: 45.76.69.64""]","[""192.168.2.81""]",45.76.69.64.vultrusercontent.com,CVE-2014-0224 - Possible CCS Injection - TLS,192.168.2.81,"[""45.76.69.64""]",,src,"[""not blocked""]",TCP,,outbound
12/09/2023 16:57,139.84.166.122.vultrusercontent.com,,,,,,,,,,,,,,,
12/09/2023 16:57,139.84.166.122.vultrusercontent.com,,,,,,,,,,,,,,,
12/09/2023 16:57,,,,,,,,,,,,,,,,
12/09/2023 16:56,vultrusercontent.com,,,,,,,,,,,,,,,
12/09/2023 16:56,139.84.166.122.vultrusercontent.com,,,,,,,,,,,,,,,
12/09/2023 16:51,vultrusercontent.com,,,,,,,,,,,,,,,
12/09/2023 16:51,vultrusercontent.com,,,,,,,,,,,,,,,
12/09/2023 16:51,,,,,,,,,,,,,,,,
12/09/2023 16:50,139.84.166.122.vultrusercontent.com,,,,,,,,,,,,,,,
12/09/2023 16:50,139.84.166.122.vultrusercontent.com,,,,,,,,,,,,,,,
12/09/2023 16:50,,,,,,,,,,,,,,,,
12/09/2023 12:40,,,,,,,,,,,,,,,,
12/09/2023 12:40,1.0.0.127.in-addr.arpa.,,,,,,,,,,,,,,,
12/09/2023 12:40,vultrusercontent.com,,,,,,,,,,,,,,,
12/09/2023 12:40,vultrusercontent.com,,,,,,,,,,,,,,,
12/09/2023 12:39,,,,,,,,,,,,,,,,
12/09/2023 12:39,vultrusercontent.com,,,,,,,,,,,,,,,
12/09/2023 12:39,vultrusercontent.com,,,,,,,,,,,,,,,
12/09/2023 12:39,vultrusercontent.com,10.9.8.7,29128,,,,,,,,,,,DNS,b4-0c-25-e0-40-4a,
12/09/2023 12:39,vultrusercontent.com,10.9.8.7,29128,,,,,,,,,,,DNS,b4-0c-25-e0-40-4a,
12/09/2023 12:39,vultrusercontent.com,10.102.82.213,8013,,,,,,,,,,,DNS,00-50-56-86-4a-f9,
12/09/2023 12:39,vultrusercontent.com,10.102.82.213,8013,,,,,,,,,,,DNS,00-50-56-86-4a-f9,
12/09/2023 12:39,vultrusercontent.com,,,uk1-v-dc02.global.internal,"[""Domain: vultrusercontent.com""]","[""10.102.123.24""]",10.102.123.24,DNS response resolves to dead IP address,10.102.123.24,"[""10.102.82.213""]",,dst,"[""not blocked""]",DNS Response,,outbound
12/09/2023 12:39,vultrusercontent.com,,,uk1-v-dc02.global.internal,"[""IP address: 10.102.82.213"", ""Domain: vultrusercontent.com""]","[""10.102.123.24""]",uk1-v-dc02.global.internal,Host DNS query to a non-trusted DNS server,10.102.123.24,"[""10.102.82.213""]",,dst,"[""not blocked""]",DNS Response,,outbound
12/09/2023 12:39,vultrusercontent.com,,,152.114.57.124,"[""Domain: vultrusercontent.com""]","[""208.67.220.220""]",dns.umbrella.com,DNS response resolves to dead IP address,dns.umbrella.com,"[""152.114.57.124""]",,dst,"[""not blocked""]",DNS Response,,inbound
12/09/2023 12:39,vultrusercontent.com,,,uk1-v-dc02.global.internal,"[""Domain: vultrusercontent.com""]","[""10.102.123.24""]",10.102.123.24,DNS response resolves to dead IP address,10.102.123.24,"[""10.102.82.213""]",,dst,"[""not blocked""]",DNS Response,,outbound
12/09/2023 12:39,vultrusercontent.com,,,152.114.57.124,"[""Domain: vultrusercontent.com""]","[""208.67.220.220""]",dns.umbrella.com,DNS response resolves to dead IP address,dns.umbrella.com,"[""152.114.57.124""]",,dst,"[""not blocked""]",DNS Response,,inbound
12/09/2023 12:39,vultrusercontent.com,,,uk1-v-dc02.global.internal,"[""IP address: 10.102.82.213"", ""Domain: vultrusercontent.com""]","[""10.102.123.24""]",uk1-v-dc02.global.internal,Host DNS query to a non-trusted DNS server,10.102.123.24,"[""10.102.82.213""]",,dst,"[""not blocked""]",DNS Response,,outbound
12/09/2023 02:20,vultrusercontent.com,10.9.8.7,54175,,,,,,,,,,,DNS,b4-0c-25-e0-40-4a,
12/09/2023 02:20,vultrusercontent.com,10.9.8.7,54175,,,,,,,,,,,DNS,b4-0c-25-e0-40-4a,
12/09/2023 02:20,45.76.69.64.vultrusercontent.com,10.102.82.213,48206,,,,,,,,,,,DNS,00-50-56-86-4a-f9,
12/09/2023 02:20,45.76.69.64.vultrusercontent.com,10.102.82.213,48206,,,,,,,,,,,DNS,00-50-56-86-4a-f9,
12/09/2023 02:20,45.76.69.64.vultrusercontent.com,10.9.8.7,27235,,,,,,,,,,,DNS,b4-0c-25-e0-40-4a,
12/09/2023 02:20,45.76.69.64.vultrusercontent.com,10.9.8.7,27235,,,,,,,,,,,DNS,b4-0c-25-e0-40-4a,
12/09/2023 02:20,45.76.69.64.vultrusercontent.com,,,uk1-v-dc02.global.internal,"[""IP address: 10.102.82.213"", ""Domain: 45.76.69.64.vultrusercontent.com""]","[""10.102.123.24""]",uk1-v-dc02.global.internal,Host DNS query to a non-trusted DNS server,10.102.123.24,"[""10.102.82.213""]",,dst,"[""not blocked""]",DNS Response,,outbound
12/09/2023 02:20,vultrusercontent.com,,,152.114.57.124,"[""Domain: vultrusercontent.com""]","[""208.67.222.222""]",dns.opendns.com,DNS response resolves to dead IP address,dns.opendns.com,"[""152.114.57.124""]",,dst,"[""not blocked""]",DNS Response,,inbound
12/09/2023 02:20,45.76.69.64.vultrusercontent.com,,,152.114.57.124,"[""Domain: 45.76.69.64.vultrusercontent.com""]","[""208.67.222.222""]",dns.opendns.com,DNS response resolves to dead IP address,dns.opendns.com,"[""152.114.57.124""]",,dst,"[""not blocked""]",DNS Response,,inbound
12/09/2023 02:20,vultrusercontent.com,,,152.114.57.124,"[""Domain: vultrusercontent.com""]","[""208.67.222.222""]",dns.opendns.com,DNS response resolves to dead IP address,dns.opendns.com,"[""152.114.57.124""]",,dst,"[""not blocked""]",DNS Response,,inbound
12/09/2023 02:20,45.76.69.64.vultrusercontent.com,,,152.114.57.124,"[""Domain: 45.76.69.64.vultrusercontent.com""]","[""208.67.222.222""]",dns.opendns.com,DNS response resolves to dead IP address,dns.opendns.com,"[""152.114.57.124""]",,dst,"[""not blocked""]",DNS Response,,inbound
12/09/2023 02:20,,,,45.76.69.64.vultrusercontent.com,"[""IP address: 45.76.69.64""]","[""192.168.2.81""]",45.76.69.64.vultrusercontent.com,CVE-2014-0224 - Possible CCS Injection - TLS,192.168.2.81,"[""45.76.69.64""]",,src,"[""not blocked""]",TCP,,outbound
12/09/2023 02:20,45.76.69.64.vultrusercontent.com,,,uk1-v-dc02.global.internal,"[""Domain: 45.76.69.64.vultrusercontent.com""]","[""10.102.123.24""]",10.102.123.24,DNS response resolves to dead IP address,10.102.123.24,"[""10.102.82.213""]",,dst,"[""not blocked""]",DNS Response,,outbound
12/09/2023 02:20,45.76.69.64.vultrusercontent.com,,,uk1-v-dc02.global.internal,"[""Domain: 45.76.69.64.vultrusercontent.com""]","[""10.102.123.24""]",10.102.123.24,DNS response resolves to dead IP address,10.102.123.24,"[""10.102.82.213""]",,dst,"[""not blocked""]",DNS Response,,outbound
12/09/2023 02:20,45.76.69.64.vultrusercontent.com,,,uk1-v-dc02.global.internal,"[""IP address: 10.102.82.213"", ""Domain: 45.76.69.64.vultrusercontent.com""]","[""10.102.123.24""]",uk1-v-dc02.global.internal,Host DNS query to a non-trusted DNS server,10.102.123.24,"[""10.102.82.213""]",,dst,"[""not blocked""]",DNS Response,,outbound
11/09/2023 03:05,,,,45.76.69.64.vultrusercontent.com,"[""IP address: 45.76.69.64""]","[""192.168.2.81""]",45.76.69.64.vultrusercontent.com,CVE-2014-0224 - Possible CCS Injection - TLS,192.168.2.81,"[""45.76.69.64""]",,src,"[""not blocked""]",TCP,,outbound
10/09/2023 16:46,,,,45.76.69.64.vultrusercontent.com,"[""IP address: 45.76.69.64""]","[""192.168.2.81""]",45.76.69.64.vultrusercontent.com,CVE-2014-0224 - Possible CCS Injection - TLS,192.168.2.81,"[""45.76.69.64""]",,src,"[""not blocked""]",TCP,,outbound
09/09/2023 10:21,vultrusercontent.com,,,,,,,,,,,,,,,
09/09/2023 10:21,45.76.69.64.vultrusercontent.com,,,,,,,,,,,,,,,
09/09/2023 10:21,,,,45.76.69.64.vultrusercontent.com,"[""IP address: 45.76.69.64""]","[""192.168.2.81""]",45.76.69.64.vultrusercontent.com,CVE-2014-0224 - Possible CCS Injection - TLS,192.168.2.81,"[""45.76.69.64""]",,src,"[""not blocked""]",TCP,,outbound
06/09/2023 11:26,45.76.69.64.vultrusercontent.com,10.102.82.213,50846,,,,,,,,,,,DNS,00-50-56-8b-4d-98,
06/09/2023 11:26,45.76.69.64.vultrusercontent.com,10.102.82.213,54536,,,,,,,,,,,DNS,00-50-56-87-7a-69,
06/09/2023 11:26,45.76.69.64.vultrusercontent.com,10.102.82.213,54536,,,,,,,,,,,DNS,00-50-56-87-7a-69,
06/09/2023 11:26,45.76.69.64.vultrusercontent.com,10.102.82.213,50846,,,,,,,,,,,DNS,00-50-56-8b-4d-98,
06/09/2023 11:26,45.76.69.64.vultrusercontent.com,,,uk1-v-dc02.global.internal,"[""Domain: 45.76.69.64.vultrusercontent.com""]","[""10.102.123.25""]",10.102.123.25,DNS response resolves to dead IP address,10.102.123.25,"[""10.102.82.213""]",,dst,"[""not blocked""]",DNS Response,,outbound
06/09/2023 11:26,45.76.69.64.vultrusercontent.com,,,uk1-v-dc02.global.internal,"[""Domain: 45.76.69.64.vultrusercontent.com""]","[""10.102.123.99""]",10.102.123.99,DNS response resolves to dead IP address,10.102.123.99,"[""10.102.82.213""]",,dst,"[""not blocked""]",DNS Response,,outbound
06/09/2023 11:26,45.76.69.64.vultrusercontent.com,,,uk1-v-dc02.global.internal,"[""Domain: 45.76.69.64.vultrusercontent.com""]","[""10.102.123.25""]",10.102.123.25,DNS response resolves to dead IP address,10.102.123.25,"[""10.102.82.213""]",,dst,"[""not blocked""]",DNS Response,,outbound
06/09/2023 11:26,45.76.69.64.vultrusercontent.com,,,uk1-v-dc02.global.internal,"[""Domain: 45.76.69.64.vultrusercontent.com""]","[""10.102.123.99""]",10.102.123.99,DNS response resolves to dead IP address,10.102.123.99,"[""10.102.82.213""]",,dst,"[""not blocked""]",DNS Response,,outbound
06/09/2023 11:26,,,,45.76.69.64.vultrusercontent.com,"[""IP address: 45.76.69.64""]","[""192.168.2.81""]",45.76.69.64.vultrusercontent.com,CVE-2014-0224 - Possible CCS Injection - TLS,192.168.2.81,"[""45.76.69.64""]",,src,"[""not blocked""]",TCP,,outbound
05/09/2023 16:36,,,,45.76.69.64.vultrusercontent.com,"[""IP address: 45.76.69.64""]","[""192.168.2.81""]",45.76.69.64.vultrusercontent.com,CVE-2014-0224 - Possible CCS Injection - TLS,192.168.2.81,"[""45.76.69.64""]",,src,"[""not blocked""]",TCP,,outbound
05/09/2023 14:20,207.246.98.187.vultrusercontent.com,10.102.82.213,55895,,,,,,,,,,,DNS,00-50-56-87-7a-69,
05/09/2023 14:20,207.246.98.187.vultrusercontent.com,10.102.82.213,55895,,,,,,,,,,,DNS,00-50-56-87-7a-69,
05/09/2023 14:20,207.246.98.187.vultrusercontent.com,10.102.82.213,19497,,,,,,,,,,,DNS,00-50-56-86-4a-f9,
05/09/2023 14:20,vultrusercontent.com,10.9.8.7,32746,,,,,,,,,,,DNS,b4-0c-25-e0-40-4a,
05/09/2023 14:20,207.246.98.187.vultrusercontent.com,10.102.82.213,19497,,,,,,,,,,,DNS,00-50-56-86-4a-f9,
05/09/2023 14:20,vultrusercontent.com,10.9.8.7,32746,,,,,,,,,,,DNS,b4-0c-25-e0-40-4a,
05/09/2023 14:20,207.246.98.187.vultrusercontent.com,10.9.8.7,64279,,,,,,,,,,,DNS,b4-0c-25-e0-40-4a,
05/09/2023 14:20,207.246.98.187.vultrusercontent.com,10.9.8.7,64279,,,,,,,,,,,DNS,b4-0c-25-e0-40-4a,
05/09/2023 14:20,vultrusercontent.com,,,,,,,,,,,,,,,
05/09/2023 14:20,207.246.98.187.vultrusercontent.com,,,,,,,,,,,,,,,
05/09/2023 14:20,207.246.98.187.vultrusercontent.com,,,uk1-v-dc02.global.internal,"[""Domain: 207.246.98.187.vultrusercontent.com""]","[""10.102.123.99""]",10.102.123.99,DNS response resolves to dead IP address,10.102.123.99,"[""10.102.82.213""]",,dst,"[""not blocked""]",DNS Response,,outbound
05/09/2023 14:20,207.246.98.187.vultrusercontent.com,,,uk1-v-dc02.global.internal,"[""Domain: 207.246.98.187.vultrusercontent.com""]","[""10.102.123.24""]",10.102.123.24,DNS response resolves to dead IP address,10.102.123.24,"[""10.102.82.213""]",,dst,"[""not blocked""]",DNS Response,,outbound
05/09/2023 14:20,207.246.98.187.vultrusercontent.com,,,152.114.57.124,"[""Domain: 207.246.98.187.vultrusercontent.com""]","[""208.67.220.220""]",dns.umbrella.com,DNS response resolves to dead IP address,dns.umbrella.com,"[""152.114.57.124""]",,dst,"[""not blocked""]",DNS Response,,inbound
05/09/2023 14:20,207.246.98.187.vultrusercontent.com,,,uk1-v-dc02.global.internal,"[""Domain: 207.246.98.187.vultrusercontent.com""]","[""10.102.123.99""]",10.102.123.99,DNS response resolves to dead IP address,10.102.123.99,"[""10.102.82.213""]",,dst,"[""not blocked""]",DNS Response,,outbound
05/09/2023 14:20,207.246.98.187.vultrusercontent.com,,,152.114.57.124,"[""Domain: 207.246.98.187.vultrusercontent.com""]","[""208.67.220.220""]",dns.umbrella.com,DNS response resolves to dead IP address,dns.umbrella.com,"[""152.114.57.124""]",,dst,"[""not blocked""]",DNS Response,,inbound
05/09/2023 14:20,vultrusercontent.com,,,152.114.57.124,"[""Domain: vultrusercontent.com""]","[""208.67.220.220""]",dns.umbrella.com,DNS response resolves to dead IP address,dns.umbrella.com,"[""152.114.57.124""]",,dst,"[""not blocked""]",DNS Response,,inbound
05/09/2023 14:20,207.246.98.187.vultrusercontent.com,,,uk1-v-dc02.global.internal,"[""Domain: 207.246.98.187.vultrusercontent.com""]","[""10.102.123.24""]",10.102.123.24,DNS response resolves to dead IP address,10.102.123.24,"[""10.102.82.213""]",,dst,"[""not blocked""]",DNS Response,,outbound
05/09/2023 14:20,vultrusercontent.com,,,152.114.57.124,"[""Domain: vultrusercontent.com""]","[""208.67.220.220""]",dns.umbrella.com,DNS response resolves to dead IP address,dns.umbrella.com,"[""152.114.57.124""]",,dst,"[""not blocked""]",DNS Response,,inbound
05/09/2023 10:12,45.76.69.64.vultrusercontent.com,172.29.100.157,43923,,,,,,,,,,,DNS,00-50-56-86-47-6f,
05/09/2023 10:12,45.76.69.64.vultrusercontent.com,172.29.100.157,43923,,,,,,,,,,,DNS,00-50-56-86-47-6f,
05/09/2023 10:12,,,,45.76.69.64.vultrusercontent.com,"[""IP address: 45.76.69.64""]","[""192.168.2.81""]",45.76.69.64.vultrusercontent.com,CVE-2014-0224 - Possible CCS Injection - TLS,192.168.2.81,"[""45.76.69.64""]",,src,"[""not blocked""]",TCP,,outbound
05/09/2023 10:12,45.76.69.64.vultrusercontent.com,,,172.29.100.157,"[""Domain: 45.76.69.64.vultrusercontent.com""]","[""172.29.100.11""]",uk-mgmt-ad-1.mgmt.local,DNS response resolves to dead IP address,uk-mgmt-ad-1.mgmt.local,"[""172.29.100.157""]",,dst,"[""not blocked""]",DNS Response,,outbound
05/09/2023 10:12,45.76.69.64.vultrusercontent.com,,,172.29.100.157,"[""Domain: 45.76.69.64.vultrusercontent.com""]","[""172.29.100.11""]",uk-mgmt-ad-1.mgmt.local,DNS response resolves to dead IP address,uk-mgmt-ad-1.mgmt.local,"[""172.29.100.157""]",,dst,"[""not blocked""]",DNS Response,,outbound
