Logged,processFilePath,processCmd,endpointHostName,parentCmd
2023-09-08 10:26:14,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1422,
2023-09-08 10:24:16,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1422,
2023-09-08 10:22:22,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1422,
2023-09-08 10:20:36,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1422,
2023-09-08 10:18:34,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1422,
2023-09-08 10:16:43,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1422,
2023-09-08 10:14:56,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1422,
2023-09-08 10:13:09,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1422,
2023-09-08 10:11:15,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1422,
2023-09-08 10:09:15,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1422,
2023-09-08 10:07:55,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,AIR-LAP-700128,"""C:\Program Files\Fortinet\FortiClient\scheduler.exe"""
2023-09-08 10:07:54,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,AIR-LAP-700128,"""C:\Program Files\Fortinet\FortiClient\scheduler.exe"""
2023-09-08 10:07:54,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,AIR-LAP-700128,"""C:\Program Files\Fortinet\FortiClient\scheduler.exe"""
2023-09-08 10:07:29,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1422,
2023-09-08 10:06:12,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1222,
2023-09-08 10:05:34,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1422,
2023-09-08 10:05:18,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1222,
2023-09-08 10:03:40,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1422,
2023-09-08 10:03:39,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1222,
2023-09-08 10:02:07,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1222,
2023-09-08 10:01:48,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1422,
2023-09-08 10:00:29,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1222,
2023-09-08 09:59:55,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1422,
2023-09-08 09:58:48,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1222,
2023-09-08 09:58:02,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1422,
2023-09-08 09:57:11,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1222,
2023-09-08 09:56:51,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1421,"""C:\Program Files\Fortinet\FortiClient\scheduler.exe"""
2023-09-08 09:56:51,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1421,"""C:\Program Files\Fortinet\FortiClient\scheduler.exe"""
2023-09-08 09:56:50,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1421,"""C:\Program Files\Fortinet\FortiClient\scheduler.exe"""
2023-09-08 09:56:13,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1422,
2023-09-08 09:55:13,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1176,"""C:\Program Files\Fortinet\FortiClient\scheduler.exe"""
2023-09-08 09:55:07,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1222,
2023-09-08 09:54:37,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1422,
2023-09-08 09:54:20,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1176,"""C:\Program Files\Fortinet\FortiClient\scheduler.exe"""
2023-09-08 09:54:20,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1176,"""C:\Program Files\Fortinet\FortiClient\scheduler.exe"""
2023-09-08 09:53:12,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1516,"""C:\Program Files\Fortinet\FortiClient\scheduler.exe"""
2023-09-08 09:53:11,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1516,"""C:\Program Files\Fortinet\FortiClient\scheduler.exe"""
2023-09-08 09:53:07,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1222,
2023-09-08 09:52:48,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1422,
2023-09-08 09:51:15,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1222,
2023-09-08 09:50:55,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1422,
2023-09-08 09:49:53,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1176,"""C:\Program Files\Fortinet\FortiClient\scheduler.exe"""
2023-09-08 09:49:53,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1176,"""C:\Program Files\Fortinet\FortiClient\scheduler.exe"""
2023-09-08 09:49:17,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1222,
2023-09-08 09:49:14,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1422,
2023-09-08 09:47:32,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1422,
2023-09-08 09:47:27,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1222,
2023-09-08 09:46:00,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1222,
2023-09-08 09:45:45,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1422,
2023-09-08 09:44:28,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1222,
2023-09-08 09:44:05,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1422,
2023-09-08 09:42:42,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1222,
2023-09-08 09:42:16,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1422,
2023-09-08 09:41:06,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1222,
2023-09-08 09:40:40,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1422,
2023-09-08 09:39:20,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1222,
2023-09-08 09:38:50,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1422,
2023-09-08 09:37:38,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1222,
2023-09-08 09:37:03,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1422,
2023-09-08 09:35:59,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1222,
2023-09-08 09:35:08,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1422,
2023-09-08 09:34:26,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1222,
2023-09-08 09:33:28,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1422,
2023-09-08 09:32:42,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1222,
2023-09-08 09:32:06,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1422,
2023-09-08 09:31:51,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-700266,"""C:\Program Files\Fortinet\FortiClient\scheduler.exe"""
2023-09-08 09:31:33,C:\Windows\System32\svchost.exe,C:\windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s SysMain,MUM-LAP-700266,C:\windows\system32\services.exe
2023-09-08 09:31:23,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-700266,"""C:\Program Files\Fortinet\FortiClient\scheduler.exe"""
2023-09-08 09:31:23,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-700266,"""C:\Program Files\Fortinet\FortiClient\scheduler.exe"""
2023-09-08 09:31:09,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1222,
2023-09-08 09:31:00,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-700266,"""C:\Program Files\Fortinet\FortiClient\scheduler.exe"""
2023-09-08 09:31:00,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-700266,"""C:\Program Files\Fortinet\FortiClient\scheduler.exe"""
2023-09-08 09:30:47,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1422,
2023-09-08 09:30:42,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1176,"""C:\Program Files\Fortinet\FortiClient\scheduler.exe"""
2023-09-08 09:30:42,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1176,"""C:\Program Files\Fortinet\FortiClient\scheduler.exe"""
2023-09-08 09:30:29,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-700266,"""C:\Program Files\Fortinet\FortiClient\scheduler.exe"""
2023-09-08 09:30:29,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-700266,"""C:\Program Files\Fortinet\FortiClient\scheduler.exe"""
2023-09-08 09:29:29,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1222,
2023-09-08 09:29:26,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1422,
2023-09-08 09:27:59,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1422,
2023-09-08 09:27:49,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1222,
2023-09-08 09:26:37,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1422,
2023-09-08 09:25:59,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1222,
2023-09-08 09:25:14,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1422,
2023-09-08 09:24:19,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1222,
2023-09-08 09:23:48,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1422,
2023-09-08 09:22:43,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1222,
2023-09-08 09:22:23,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1422,
2023-09-08 09:21:09,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1222,
2023-09-08 09:20:59,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1422,
2023-09-08 09:19:41,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1176,"""C:\Program Files\Fortinet\FortiClient\scheduler.exe"""
2023-09-08 09:19:41,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1176,"""C:\Program Files\Fortinet\FortiClient\scheduler.exe"""
2023-09-08 09:19:36,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1422,
2023-09-08 09:19:29,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1222,
2023-09-08 09:18:14,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1422,
2023-09-08 09:17:49,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1222,
2023-09-08 09:17:30,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1266,
2023-09-08 09:16:51,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1422,
2023-09-08 09:16:14,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1222,
2023-09-08 09:15:29,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1422,
2023-09-08 09:14:37,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1222,
2023-09-08 09:14:04,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1422,
2023-09-08 09:12:59,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1222,
2023-09-08 09:12:41,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1422,
2023-09-08 09:12:30,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1266,
2023-09-08 09:11:21,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1422,
2023-09-08 09:11:09,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1222,
2023-09-08 09:09:58,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1422,
2023-09-08 09:09:16,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1222,
2023-09-08 09:08:36,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1422,
2023-09-08 09:07:30,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1266,
2023-09-08 09:07:26,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1222,
2023-09-08 09:07:18,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1422,
2023-09-08 09:05:55,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1422,
2023-09-08 09:05:34,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1222,
2023-09-08 09:04:34,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1422,
2023-09-08 09:03:39,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1222,
2023-09-08 09:03:11,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1422,
2023-09-08 09:02:30,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1266,
2023-09-08 09:01:49,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1422,
2023-09-08 09:01:46,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1222,
2023-09-08 09:01:02,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1166,
2023-09-08 09:01:00,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1166,
2023-09-08 09:01:00,C:\Program Files\Fortinet\FortiClient\FortiProxy.exe,FortiProxy.exe -s FC_{73EFB30F-1CAD-4a7a-AE2E-150282B6CE25}_000013 ,MUM-LAP-1166,
