Logged,dhost,src,peerHost,ruleName,act,app,deviceDirection,deviceMacAddress,hostName,potentialRisk,dst,remarks
2023-09-21 15:51:06,uk1-v-dc02.global.internal,"[""10.102.123.24""]",uk1-v-dc02.global.internal,Host DNS query to a non-trusted DNS server,"[""not blocked""]",DNS Response,outbound,00:50:56:87:ae:f7,ga-dev-tools.google,1,"[""10.102.82.213""]","[""IP address: 10.102.82.213"", ""Domain: ga-dev-tools.google""]"
2023-09-21 15:51:06,uk1-v-dc02.global.internal,"[""10.102.123.24""]",uk1-v-dc02.global.internal,Host DNS query to a non-trusted DNS server,"[""not blocked""]",DNS Response,outbound,00:50:56:87:ae:f7,ga-dev-tools.google,1,"[""10.102.82.213""]","[""IP address: 10.102.82.213"", ""Domain: ga-dev-tools.google""]"
2023-09-21 15:51:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:51:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:51:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:51:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:51:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:51:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:51:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:50:57,,,,Google Drive v2,"[""Allowed""]",,,,,,,
2023-09-21 15:50:53,,,,Google Drive v2,"[""Allowed""]",,,,,,,
2023-09-21 15:50:43,,,,Google Drive v2,"[""Allowed""]",,,,,,,
2023-09-21 15:50:27,uk2-v-dc01.global.internal,"[""10.102.123.24""]",uk2-v-dc01.global.internal,Host DNS query to a non-trusted DNS server,"[""not blocked""]",DNS Response,outbound,00:50:56:87:ae:f7,history.l.google.com,1,"[""10.102.80.11""]","[""IP address: 10.102.80.11"", ""Domain: history.l.google.com""]"
2023-09-21 15:50:27,uk2-v-dc01.global.internal,"[""10.102.123.24""]",uk2-v-dc01.global.internal,Host DNS query to a non-trusted DNS server,"[""not blocked""]",DNS Response,outbound,00:50:56:87:ae:f7,history.l.google.com,1,"[""10.102.80.11""]","[""IP address: 10.102.80.11"", ""Domain: history.l.google.com""]"
2023-09-21 15:54:25,,,,MA-01-002,,,,,,,,
2023-09-21 15:50:06,,,,Lockdown,"[""Assessment (Allow)""]",,,,,,,
2023-09-21 15:50:01,,,,Google Drive v2,"[""Allowed""]",,,,,,,
2023-09-21 15:50:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:50:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:50:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:50:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:50:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:49:49,,,,Google Drive v2,"[""Allowed""]",,,,,,,
2023-09-21 15:49:39,,,,Google Drive v2,"[""Allowed""]",,,,,,,
2023-09-21 15:49:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:49:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:49:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:49:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:49:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:49:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:52:16,,,,MA-01-030,,,,,,,,
2023-09-21 15:49:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:49:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:49:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:49:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:49:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:52:16,,,,MA-01-002,,,,,,,,
2023-09-21 15:49:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:48:56,,,,Google Drive v2,"[""Allowed""]",,,,,,,
2023-09-21 15:48:53,,,,Google Drive v2,"[""Allowed""]",,,,,,,
2023-09-21 15:51:22,,,,MA-01-030,,,,,,,,
2023-09-21 15:48:42,,,,Google Drive v2,"[""Allowed""]",,,,,,,
2023-09-21 15:48:27,,,,Lockdown,"[""Assessment (Allow)""]",,,,,,,
2023-09-21 15:48:27,,,,Lockdown,"[""Assessment (Allow)""]",,,,,,,
2023-09-21 15:48:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:48:00,,,,Google Drive v2,"[""Allowed""]",,,,,,,
2023-09-21 15:48:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:48:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:47:49,,,,Google Drive v2,"[""Allowed""]",,,,,,,
2023-09-21 15:47:43,,,,Google Drive v2,"[""Allowed""]",,,,,,,
2023-09-21 15:47:38,,,,Google Drive v2,"[""Allowed""]",,,,,,,
2023-09-21 15:47:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:47:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:47:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:47:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:46:56,,,,Google Drive v2,"[""Allowed""]",,,,,,,
2023-09-21 15:46:52,,,,Google Drive v2,"[""Allowed""]",,,,,,,
2023-09-21 15:46:42,,,,Google Drive v2,"[""Allowed""]",,,,,,,
2023-09-21 15:48:41,,,,MA-01-024,,,,,,,,
2023-09-21 15:48:43,,,,MA-01-024,,,,,,,,
2023-09-21 15:46:22,,,,Google Drive v2,"[""Allowed""]",,,,,,,
2023-09-21 15:46:09,,,,Lockdown,"[""Assessment (Allow)""]",,,,,,,
2023-09-21 15:46:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:46:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:46:00,,,,Google Drive v2,"[""Allowed""]",,,,,,,
2023-09-21 15:46:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:46:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:46:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:46:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:46:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:46:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:45:48,,,,Google Drive v2,"[""Allowed""]",,,,,,,
2023-09-21 15:45:38,,,,Google Drive v2,"[""Allowed""]",,,,,,,
2023-09-21 15:45:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:45:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:45:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:45:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:44:56,,,,Google Drive v2,"[""Allowed""]",,,,,,,
2023-09-21 15:44:41,,,,Google Drive v2,"[""Allowed""]",,,,,,,
2023-09-21 15:49:17,,,,MA-01-030,,,,,,,,
2023-09-21 15:44:10,,,,Google Drive v2,"[""Allowed""]",,,,,,,
2023-09-21 15:44:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:44:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:44:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:44:00,,,,Google Drive v2,"[""Allowed""]",,,,,,,
2023-09-21 15:44:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:43:43,,,,Lockdown,"[""Assessment (Allow)""]",,,,,,,
2023-09-21 15:47:15,,,,MA-01-002,,,,,,,,
2023-09-21 15:46:19,,,,MA-01-011,,,,,,,,
2023-09-21 15:43:27,uk2-v-dc01.global.internal,"[""10.102.123.24""]",uk2-v-dc01.global.internal,Host DNS query to a non-trusted DNS server,"[""not blocked""]",DNS Response,outbound,00:50:56:87:ae:f7,www-alv.google-analytics.com,1,"[""10.102.80.11""]","[""IP address: 10.102.80.11"", ""Domain: www-alv.google-analytics.com""]"
2023-09-21 15:43:27,uk2-v-dc01.global.internal,"[""10.102.123.24""]",uk2-v-dc01.global.internal,Host DNS query to a non-trusted DNS server,"[""not blocked""]",DNS Response,outbound,00:50:56:87:ae:f7,www-alv.google-analytics.com,1,"[""10.102.80.11""]","[""IP address: 10.102.80.11"", ""Domain: www-alv.google-analytics.com""]"
2023-09-21 15:43:27,,,,Lockdown,"[""Assessment (Allow)""]",,,,,,,
2023-09-21 15:43:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:43:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:43:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:43:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:43:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:43:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:43:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:43:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:43:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:43:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:43:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:43:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:43:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:42:30,uk2-v-dc01.global.internal,"[""10.102.123.24""]",uk2-v-dc01.global.internal,Host DNS query to a non-trusted DNS server,"[""not blocked""]",DNS Response,outbound,00:50:56:87:ae:f7,clients5.google.com,1,"[""10.102.80.11""]","[""IP address: 10.102.80.11"", ""Domain: clients5.google.com""]"
2023-09-21 15:42:30,uk2-v-dc01.global.internal,"[""10.102.123.24""]",uk2-v-dc01.global.internal,Host DNS query to a non-trusted DNS server,"[""not blocked""]",DNS Response,outbound,00:50:56:87:ae:f7,clients5.google.com,1,"[""10.102.80.11""]","[""IP address: 10.102.80.11"", ""Domain: clients5.google.com""]"
2023-09-21 15:42:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:42:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:42:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:42:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:41:45,,,,Google Drive v2,"[""Allowed""]",,,,,,,
2023-09-21 15:45:04,,,,MA-01-012,,,,,,,,
2023-09-21 15:45:04,,,,MA-01-012,,,,,,,,
2023-09-21 15:45:24,,,,MA-01-030,,,,,,,,
2023-09-21 15:41:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:41:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:41:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:41:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:41:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:41:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:41:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:41:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:41:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:41:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:44:54,,,,MA-01-030,,,,,,,,
2023-09-21 15:40:58,,,,Google Drive v2,"[""Allowed""]",,,,,,,
2023-09-21 15:40:02,,,,Google Drive v2,"[""Allowed""]",,,,,,,
2023-09-21 15:40:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:40:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:40:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:40:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:40:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:40:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:40:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:40:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:43:12,,,,MA-01-030,,,,,,,,
2023-09-21 15:39:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:39:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:39:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:39:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:39:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:39:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:38:58,,,,Google Drive v2,"[""Allowed""]",,,,,,,
2023-09-21 15:38:11,,,,Lockdown,"[""Assessment (Allow)""]",,,,,,,
2023-09-21 15:38:11,,,,Lockdown,"[""Assessment (Allow)""]",,,,,,,
2023-09-21 15:38:11,,,,Lockdown,"[""Assessment (Allow)""]",,,,,,,
2023-09-21 15:38:11,,,,Lockdown,"[""Assessment (Allow)""]",,,,,,,
2023-09-21 15:38:11,,,,Lockdown,"[""Assessment (Allow)""]",,,,,,,
2023-09-21 15:38:11,,,,Lockdown,"[""Assessment (Allow)""]",,,,,,,
2023-09-21 15:38:11,,,,Lockdown,"[""Assessment (Allow)""]",,,,,,,
2023-09-21 15:38:11,,,,Lockdown,"[""Assessment (Allow)""]",,,,,,,
2023-09-21 15:38:11,,,,Lockdown,"[""Assessment (Allow)""]",,,,,,,
2023-09-21 15:38:11,,,,Lockdown,"[""Assessment (Allow)""]",,,,,,,
2023-09-21 15:38:02,,,,Google Drive v2,"[""Allowed""]",,,,,,,
2023-09-21 15:38:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:38:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:38:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:38:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:38:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:38:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:38:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:38:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:38:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:38:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:37:09,uk1-v-dc02.global.internal,"[""10.102.123.24""]",uk1-v-dc02.global.internal,Host DNS query to a non-trusted DNS server,"[""not blocked""]",DNS Response,outbound,00:50:56:87:ae:f7,ampcid.google.co.in,1,"[""10.102.82.213""]","[""IP address: 10.102.82.213"", ""Domain: ampcid.google.co.in""]"
2023-09-21 15:37:09,uk1-v-dc02.global.internal,"[""10.102.123.24""]",uk1-v-dc02.global.internal,Host DNS query to a non-trusted DNS server,"[""not blocked""]",DNS Response,outbound,00:50:56:87:ae:f7,ampcid.google.co.in,1,"[""10.102.82.213""]","[""IP address: 10.102.82.213"", ""Domain: ampcid.google.co.in""]"
2023-09-21 15:37:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:37:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:37:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:37:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:37:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:37:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:37:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:37:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:36:57,,,,Google Drive v2,"[""Allowed""]",,,,,,,
2023-09-21 15:36:48,,,,Google Drive v2,"[""Allowed""]",,,,,,,
2023-09-21 15:36:01,,,,Google Drive v2,"[""Allowed""]",,,,,,,
2023-09-21 15:36:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:36:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:36:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:36:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:36:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:36:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:36:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:35:52,,,,Google Drive v2,"[""Allowed""]",,,,,,,
2023-09-21 15:35:41,uk1-v-dc02.global.internal,"[""10.102.123.24""]",uk1-v-dc02.global.internal,Host DNS query to a non-trusted DNS server,"[""not blocked""]",DNS Response,outbound,00:50:56:87:ae:f7,dynamicmail-pa.clients6.google.com,1,"[""10.102.82.213""]","[""IP address: 10.102.82.213"", ""Domain: dynamicmail-pa.clients6.google.com""]"
2023-09-21 15:35:41,uk1-v-dc02.global.internal,"[""10.102.123.24""]",uk1-v-dc02.global.internal,Host DNS query to a non-trusted DNS server,"[""not blocked""]",DNS Response,outbound,00:50:56:87:ae:f7,dynamicmail-pa.clients6.google.com,1,"[""10.102.82.213""]","[""IP address: 10.102.82.213"", ""Domain: dynamicmail-pa.clients6.google.com""]"
2023-09-21 15:39:46,,,,MA-01-030,,,,,,,,
2023-09-21 15:35:08,,,,Lockdown,"[""Assessment (Allow)""]",,,,,,,
2023-09-21 15:35:08,,,,Lockdown,"[""Assessment (Allow)""]",,,,,,,
2023-09-21 15:35:06,,,,Lockdown,"[""Assessment (Allow)""]",,,,,,,
2023-09-21 15:35:06,,,,Lockdown,"[""Assessment (Allow)""]",,,,,,,
2023-09-21 15:35:06,,,,Lockdown,"[""Assessment (Allow)""]",,,,,,,
2023-09-21 15:35:05,,,,Lockdown,"[""Assessment (Allow)""]",,,,,,,
2023-09-21 15:35:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:35:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:35:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:34:57,,,,Google Drive v2,"[""Allowed""]",,,,,,,
2023-09-21 15:34:48,,,,Google Drive v2,"[""Allowed""]",,,,,,,
2023-09-21 15:34:00,,,,Google Drive v2,"[""Allowed""]",,,,,,,
2023-09-21 15:34:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:34:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:33:52,,,,Google Drive v2,"[""Allowed""]",,,,,,,
2023-09-21 15:36:59,,,,MA-01-030,,,,,,,,
2023-09-21 15:33:03,,"[""10.102.194.248""]",,,"[""N/A""]",,,,,,"[""10.102.200.50""]",
2023-09-21 15:33:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:32:56,,,,Google Drive v2,"[""Allowed""]",,,,,,,
2023-09-21 15:32:48,,,,Google Drive v2,"[""Allowed""]",,,,,,,
2023-09-21 15:32:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:32:00,,,,Google Drive v2,"[""Allowed""]",,,,,,,
2023-09-21 15:32:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:32:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:32:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:31:52,,,,Google Drive v2,"[""Allowed""]",,,,,,,
2023-09-21 15:31:49,,,,Lockdown,"[""Assessment (Allow)""]",,,,,,,
2023-09-21 15:31:28,,,,Google Drive v2,"[""Allowed""]",,,,,,,
2023-09-21 15:31:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:31:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:31:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:31:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:31:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:31:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:31:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:31:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:30:48,,,,Google Drive v2,"[""Allowed""]",,,,,,,
2023-09-21 15:32:58,,,,MA-01-002,,,,,,,,
2023-09-21 15:30:37,,,,Lockdown,"[""Assessment (Allow)""]",,,,,,,
2023-09-21 15:30:24,,,,Google Drive v2,"[""Allowed""]",,,,,,,
2023-09-21 15:30:08,,,,Lockdown,"[""Assessment (Allow)""]",,,,,,,
2023-09-21 15:32:19,,,,MA-01-030,,,,,,,,
2023-09-21 15:30:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:30:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:30:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:30:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:30:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:30:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:29:51,,,,Google Drive v2,"[""Allowed""]",,,,,,,
2023-09-21 15:29:50,uk2-v-dc01.global.internal,"[""10.102.123.24""]",uk2-v-dc01.global.internal,Host DNS query to a non-trusted DNS server,"[""not blocked""]",DNS Response,outbound,00:50:56:87:ae:f7,keyhole.l.google.com,1,"[""10.102.80.11""]","[""IP address: 10.102.80.11"", ""Domain: keyhole.l.google.com""]"
2023-09-21 15:29:50,uk2-v-dc01.global.internal,"[""10.102.123.24""]",uk2-v-dc01.global.internal,Host DNS query to a non-trusted DNS server,"[""not blocked""]",DNS Response,outbound,00:50:56:87:ae:f7,keyhole.l.google.com,1,"[""10.102.80.11""]","[""IP address: 10.102.80.11"", ""Domain: keyhole.l.google.com""]"
2023-09-21 15:29:28,,,,Google Drive v2,"[""Allowed""]",,,,,,,
2023-09-21 15:29:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:29:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:29:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:29:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:29:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:29:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:29:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:29:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:29:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:29:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:29:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:29:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:28:47,,,,Google Drive v2,"[""Allowed""]",,,,,,,
2023-09-21 15:33:11,,,,MA-01-030,,,,,,,,
2023-09-21 15:28:23,,,,Google Drive v2,"[""Allowed""]",,,,,,,
2023-09-21 15:31:30,,,,MA-01-030,,,,,,,,
2023-09-21 15:28:17,,"[""10.102.194.248""]",,,"[""N/A""]",,,,,,"[""10.102.200.50""]",
2023-09-21 15:31:28,,,,MA-01-002,,,,,,,,
2023-09-21 15:28:10,,"[""10.102.194.248""]",,,"[""N/A""]",,,,,,"[""10.102.200.50""]",
2023-09-21 15:28:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:28:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:28:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:28:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:28:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:28:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:28:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:28:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:28:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:28:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:31:22,,,,MA-01-002,,,,,,,,
2023-09-21 15:27:51,,,,Google Drive v2,"[""Allowed""]",,,,,,,
2023-09-21 15:27:27,,,,Google Drive v2,"[""Allowed""]",,,,,,,
2023-09-21 15:27:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:27:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:27:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:27:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:27:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:27:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:27:00,,,,,"[""Block""]",,,,,,,
2023-09-21 15:31:41,,,,MA-01-030,,,,,,,,
