Logged,parentName,parentCmd,parentFilePath,objectUser,osDescription,processName,processFilePath,processCmd,objectFilePath,processSigner
03/10/2023 12:45,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,"""C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe""",,Windows 10 Enterprise (64 bit) build 19045,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,"""C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --type=renderer --user-data-dir=""C:\Users\prathmesh.nikam\AppData\Roaming\Code"" --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --app-user-model-id=Microsoft.VisualStudioCode --app-path=""C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\resources\app"" --no-sandbox --no-zygote --node-integration-in-worker --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --launch-time-ticks=370934918 --mojo-platform-channel-handle=4144 --field-trial-handle=2120,i,14088791377383730799,14474219995776995085,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand --vscode-window-config=vscode:6e738380-050c-42ee-9034-1b96a4abac53 --vscode-window-kind=shared-process /prefetch:1",C:\Users\prathmesh.nikam\.vscode\extensions\.bdb23303-9eac-4d66-a2ad-209906c53595\dist\webviews\media\tags-view-list.webp,
03/10/2023 12:45,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,"""C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe""",,Windows 10 Enterprise (64 bit) build 19045,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,"""C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --type=renderer --user-data-dir=""C:\Users\prathmesh.nikam\AppData\Roaming\Code"" --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --app-user-model-id=Microsoft.VisualStudioCode --app-path=""C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\resources\app"" --no-sandbox --no-zygote --node-integration-in-worker --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --launch-time-ticks=370934918 --mojo-platform-channel-handle=4144 --field-trial-handle=2120,i,14088791377383730799,14474219995776995085,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand --vscode-window-config=vscode:6e738380-050c-42ee-9034-1b96a4abac53 --vscode-window-kind=shared-process /prefetch:1",C:\Users\prathmesh.nikam\.vscode\extensions\.bdb23303-9eac-4d66-a2ad-209906c53595\dist\webviews\media\status-bar.webp,
03/10/2023 12:45,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,"""C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe""",,Windows 10 Enterprise (64 bit) build 19045,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,"""C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --type=renderer --user-data-dir=""C:\Users\prathmesh.nikam\AppData\Roaming\Code"" --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --app-user-model-id=Microsoft.VisualStudioCode --app-path=""C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\resources\app"" --no-sandbox --no-zygote --node-integration-in-worker --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --launch-time-ticks=370934918 --mojo-platform-channel-handle=4144 --field-trial-handle=2120,i,14088791377383730799,14474219995776995085,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand --vscode-window-config=vscode:6e738380-050c-42ee-9034-1b96a4abac53 --vscode-window-kind=shared-process /prefetch:1",C:\Users\prathmesh.nikam\.vscode\extensions\.bdb23303-9eac-4d66-a2ad-209906c53595\dist\webviews\media\status-bar-right+pr.webp,
03/10/2023 12:45,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,"""C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe""",,Windows 10 Enterprise (64 bit) build 19045,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,"""C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --type=renderer --user-data-dir=""C:\Users\prathmesh.nikam\AppData\Roaming\Code"" --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --app-user-model-id=Microsoft.VisualStudioCode --app-path=""C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\resources\app"" --no-sandbox --no-zygote --node-integration-in-worker --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --launch-time-ticks=370934918 --mojo-platform-channel-handle=4144 --field-trial-handle=2120,i,14088791377383730799,14474219995776995085,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand --vscode-window-config=vscode:6e738380-050c-42ee-9034-1b96a4abac53 --vscode-window-kind=shared-process /prefetch:1",C:\Users\prathmesh.nikam\.vscode\extensions\.bdb23303-9eac-4d66-a2ad-209906c53595\dist\webviews\media\status-bar-left+pr.webp,
03/10/2023 12:45,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,"""C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe""",,Windows 10 Enterprise (64 bit) build 19045,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,"""C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --type=renderer --user-data-dir=""C:\Users\prathmesh.nikam\AppData\Roaming\Code"" --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --app-user-model-id=Microsoft.VisualStudioCode --app-path=""C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\resources\app"" --no-sandbox --no-zygote --node-integration-in-worker --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --launch-time-ticks=370934918 --mojo-platform-channel-handle=4144 --field-trial-handle=2120,i,14088791377383730799,14474219995776995085,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand --vscode-window-config=vscode:6e738380-050c-42ee-9034-1b96a4abac53 --vscode-window-kind=shared-process /prefetch:1",C:\Users\prathmesh.nikam\.vscode\extensions\.bdb23303-9eac-4d66-a2ad-209906c53595\dist\webviews\media\status-bar-right.webp,
03/10/2023 12:45,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,"""C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe""",,Windows 10 Enterprise (64 bit) build 19045,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,"""C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --type=renderer --user-data-dir=""C:\Users\prathmesh.nikam\AppData\Roaming\Code"" --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --app-user-model-id=Microsoft.VisualStudioCode --app-path=""C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\resources\app"" --no-sandbox --no-zygote --node-integration-in-worker --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --launch-time-ticks=370934918 --mojo-platform-channel-handle=4144 --field-trial-handle=2120,i,14088791377383730799,14474219995776995085,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand --vscode-window-config=vscode:6e738380-050c-42ee-9034-1b96a4abac53 --vscode-window-kind=shared-process /prefetch:1",C:\Users\prathmesh.nikam\.vscode\extensions\.bdb23303-9eac-4d66-a2ad-209906c53595\dist\webviews\media\status-bar-left.webp,
03/10/2023 12:45,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,"""C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe""",,Windows 10 Enterprise (64 bit) build 19045,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,"""C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --type=renderer --user-data-dir=""C:\Users\prathmesh.nikam\AppData\Roaming\Code"" --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --app-user-model-id=Microsoft.VisualStudioCode --app-path=""C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\resources\app"" --no-sandbox --no-zygote --node-integration-in-worker --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --launch-time-ticks=370934918 --mojo-platform-channel-handle=4144 --field-trial-handle=2120,i,14088791377383730799,14474219995776995085,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand --vscode-window-config=vscode:6e738380-050c-42ee-9034-1b96a4abac53 --vscode-window-kind=shared-process /prefetch:1",C:\Users\prathmesh.nikam\.vscode\extensions\.bdb23303-9eac-4d66-a2ad-209906c53595\dist\webviews\media\stashes-view-tree.webp,
03/10/2023 12:45,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,"""C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe""",,Windows 10 Enterprise (64 bit) build 19045,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,"""C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --type=renderer --user-data-dir=""C:\Users\prathmesh.nikam\AppData\Roaming\Code"" --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --app-user-model-id=Microsoft.VisualStudioCode --app-path=""C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\resources\app"" --no-sandbox --no-zygote --node-integration-in-worker --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --launch-time-ticks=370934918 --mojo-platform-channel-handle=4144 --field-trial-handle=2120,i,14088791377383730799,14474219995776995085,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand --vscode-window-config=vscode:6e738380-050c-42ee-9034-1b96a4abac53 --vscode-window-kind=shared-process /prefetch:1",C:\Users\prathmesh.nikam\.vscode\extensions\.bdb23303-9eac-4d66-a2ad-209906c53595\dist\webviews\media\stashes-view-auto.webp,
03/10/2023 12:45,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,"""C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe""",,Windows 10 Enterprise (64 bit) build 19045,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,"""C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --type=renderer --user-data-dir=""C:\Users\prathmesh.nikam\AppData\Roaming\Code"" --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --app-user-model-id=Microsoft.VisualStudioCode --app-path=""C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\resources\app"" --no-sandbox --no-zygote --node-integration-in-worker --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --launch-time-ticks=370934918 --mojo-platform-channel-handle=4144 --field-trial-handle=2120,i,14088791377383730799,14474219995776995085,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand --vscode-window-config=vscode:6e738380-050c-42ee-9034-1b96a4abac53 --vscode-window-kind=shared-process /prefetch:1",C:\Users\prathmesh.nikam\.vscode\extensions\.bdb23303-9eac-4d66-a2ad-209906c53595\dist\webviews\media\search-and-compare-view.webp,
03/10/2023 12:45,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,"""C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe""",,Windows 10 Enterprise (64 bit) build 19045,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,"""C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --type=renderer --user-data-dir=""C:\Users\prathmesh.nikam\AppData\Roaming\Code"" --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --app-user-model-id=Microsoft.VisualStudioCode --app-path=""C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\resources\app"" --no-sandbox --no-zygote --node-integration-in-worker --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --launch-time-ticks=370934918 --mojo-platform-channel-handle=4144 --field-trial-handle=2120,i,14088791377383730799,14474219995776995085,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand --vscode-window-config=vscode:6e738380-050c-42ee-9034-1b96a4abac53 --vscode-window-kind=shared-process /prefetch:1",C:\Users\prathmesh.nikam\.vscode\extensions\.bdb23303-9eac-4d66-a2ad-209906c53595\dist\webviews\media\repositories-view.webp,
03/10/2023 12:45,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,"""C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe""",,Windows 10 Enterprise (64 bit) build 19045,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,"""C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --type=renderer --user-data-dir=""C:\Users\prathmesh.nikam\AppData\Roaming\Code"" --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --app-user-model-id=Microsoft.VisualStudioCode --app-path=""C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\resources\app"" --no-sandbox --no-zygote --node-integration-in-worker --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --launch-time-ticks=370934918 --mojo-platform-channel-handle=4144 --field-trial-handle=2120,i,14088791377383730799,14474219995776995085,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand --vscode-window-config=vscode:6e738380-050c-42ee-9034-1b96a4abac53 --vscode-window-kind=shared-process /prefetch:1",C:\Users\prathmesh.nikam\.vscode\extensions\.bdb23303-9eac-4d66-a2ad-209906c53595\dist\webviews\media\remotes-view.webp,
03/10/2023 12:45,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,"""C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe""",,Windows 10 Enterprise (64 bit) build 19045,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,"""C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --type=renderer --user-data-dir=""C:\Users\prathmesh.nikam\AppData\Roaming\Code"" --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --app-user-model-id=Microsoft.VisualStudioCode --app-path=""C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\resources\app"" --no-sandbox --no-zygote --node-integration-in-worker --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --launch-time-ticks=370934918 --mojo-platform-channel-handle=4144 --field-trial-handle=2120,i,14088791377383730799,14474219995776995085,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand --vscode-window-config=vscode:6e738380-050c-42ee-9034-1b96a4abac53 --vscode-window-kind=shared-process /prefetch:1",C:\Users\prathmesh.nikam\.vscode\extensions\.bdb23303-9eac-4d66-a2ad-209906c53595\dist\webviews\media\remotes-view-pr.webp,
03/10/2023 12:45,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,"""C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe""",,Windows 10 Enterprise (64 bit) build 19045,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,"""C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --type=renderer --user-data-dir=""C:\Users\prathmesh.nikam\AppData\Roaming\Code"" --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --app-user-model-id=Microsoft.VisualStudioCode --app-path=""C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\resources\app"" --no-sandbox --no-zygote --node-integration-in-worker --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --launch-time-ticks=370934918 --mojo-platform-channel-handle=4144 --field-trial-handle=2120,i,14088791377383730799,14474219995776995085,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand --vscode-window-config=vscode:6e738380-050c-42ee-9034-1b96a4abac53 --vscode-window-kind=shared-process /prefetch:1",C:\Users\prathmesh.nikam\.vscode\extensions\.bdb23303-9eac-4d66-a2ad-209906c53595\dist\webviews\media\rebase-editor.webp,
03/10/2023 12:45,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,"""C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe""",,Windows 10 Enterprise (64 bit) build 19045,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,"""C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --type=renderer --user-data-dir=""C:\Users\prathmesh.nikam\AppData\Roaming\Code"" --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --app-user-model-id=Microsoft.VisualStudioCode --app-path=""C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\resources\app"" --no-sandbox --no-zygote --node-integration-in-worker --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --launch-time-ticks=370934918 --mojo-platform-channel-handle=4144 --field-trial-handle=2120,i,14088791377383730799,14474219995776995085,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand --vscode-window-config=vscode:6e738380-050c-42ee-9034-1b96a4abac53 --vscode-window-kind=shared-process /prefetch:1",C:\Users\prathmesh.nikam\.vscode\extensions\.bdb23303-9eac-4d66-a2ad-209906c53595\dist\webviews\media\plus-worktrees-illustrated.webp,
03/10/2023 12:45,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,"""C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe""",,Windows 10 Enterprise (64 bit) build 19045,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,"""C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --type=renderer --user-data-dir=""C:\Users\prathmesh.nikam\AppData\Roaming\Code"" --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --app-user-model-id=Microsoft.VisualStudioCode --app-path=""C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\resources\app"" --no-sandbox --no-zygote --node-integration-in-worker --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --launch-time-ticks=370934918 --mojo-platform-channel-handle=4144 --field-trial-handle=2120,i,14088791377383730799,14474219995776995085,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand --vscode-window-config=vscode:6e738380-050c-42ee-9034-1b96a4abac53 --vscode-window-kind=shared-process /prefetch:1",C:\Users\prathmesh.nikam\.vscode\extensions\.bdb23303-9eac-4d66-a2ad-209906c53595\dist\webviews\media\plus-visual-file-history-illustrated.webp,
03/10/2023 12:45,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,"""C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe""",,Windows 10 Enterprise (64 bit) build 19045,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe,"""C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --type=renderer --user-data-dir=""C:\Users\prathmesh.nikam\AppData\Roaming\Code"" --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --app-user-model-id=Microsoft.VisualStudioCode --app-path=""C:\Users\prathmesh.nikam\AppData\Local\Programs\Microsoft VS Code\resources\app"" --no-sandbox --no-zygote --node-integration-in-worker --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --launch-time-ticks=370934918 --mojo-platform-channel-handle=4144 --field-trial-handle=2120,i,14088791377383730799,14474219995776995085,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand --vscode-window-config=vscode:6e738380-050c-42ee-9034-1b96a4abac53 --vscode-window-kind=shared-process /prefetch:1",C:\Users\prathmesh.nikam\.vscode\extensions\.bdb23303-9eac-4d66-a2ad-209906c53595\dist\webviews\media\plus-focus-view-preview.webp,
