Logged,eventSubClass,pAttackPhase,tags,dhost,app,remarks,dpt,shost,hostName,tacticId
13/09/2023 06:34,,,"[""MITRE.T1071"",""XSAE.F2061"",""MITRE.T1071.003""]",172.30.82.53,HTTP,"[""URL: http://152.114.70.252/robots.txt""]",83,172.30.81.72,152.114.70.252,
13/09/2023 06:34,DNS,,,172.29.100.158,DNS Response,"[""IP address: 172.29.100.158"", ""Domain: hostedby.privatealps.net""]",56305,uk-mgmt-ad-1.mgmt.local,hostedby.privatealps.net,"[""TA0011""]"
13/09/2023 06:34,Hard-coded IP address,,,172.30.80.91,HTTP,"[""URL: http://152.114.70.252:80/""]",80,hostedby.privatealps.net,152.114.70.252,"[""TA0011""]"
13/09/2023 06:34,DNS,,,172.29.100.158,DNS Response,"[""IP address: 172.29.100.158"", ""Domain: hostedby.privatealps.net""]",56305,uk-mgmt-ad-1.mgmt.local,hostedby.privatealps.net,"[""TA0011""]"
13/09/2023 06:34,,,"[""MITRE.T1071"",""XSAE.F2061"",""MITRE.T1071.003""]",172.30.80.91,HTTP,"[""URL: http://152.114.70.252:80/""]",80,hostedby.privatealps.net,152.114.70.252,
13/09/2023 06:34,,,"[""MITRE.T1071"",""XSAE.F2061"",""MITRE.T1071.003""]",172.30.82.53,HTTP,"[""URL: http://152.114.70.252/""]",83,172.30.81.72,152.114.70.252,
13/09/2023 06:32,DNS,,,192.168.141.33,DNS Response,"[""IP address: 192.168.141.33"", ""Domain: ds200-en.fbs25.trendmicro.com""]",50220,172.20.54.149,ds200-en.fbs25.trendmicro.com,"[""TA0011""]"
13/09/2023 06:32,DNS,,,192.168.141.33,DNS Response,"[""IP address: 192.168.141.33"", ""Domain: ds200-en.fbs25.trendmicro.com""]",52026,172.20.54.148,ds200-en.fbs25.trendmicro.com,"[""TA0011""]"
13/09/2023 06:32,DNS,,,192.168.141.33,DNS Response,"[""IP address: 192.168.141.33"", ""Domain: ds200-en.fbs25.trendmicro.com""]",57226,172.20.54.148,ds200-en.fbs25.trendmicro.com,"[""TA0011""]"
13/09/2023 06:32,DNS,,,192.168.141.33,DNS Response,"[""IP address: 192.168.141.33"", ""Domain: ds200-en.fbs25.trendmicro.com""]",58995,172.20.54.147,ds200-en.fbs25.trendmicro.com,"[""TA0011""]"
13/09/2023 06:32,DNS,,,192.168.141.33,DNS Response,"[""IP address: 192.168.141.33"", ""Domain: ds200-en.fbs25.trendmicro.com""]",57071,172.20.54.149,ds200-en.fbs25.trendmicro.com,"[""TA0011""]"
13/09/2023 06:32,DNS,,,192.168.141.33,DNS Response,"[""IP address: 192.168.141.33"", ""Domain: ds200-en.fbs25.trendmicro.com""]",51071,172.20.54.148,ds200-en.fbs25.trendmicro.com,"[""TA0011""]"
12/09/2023 13:22,,,,,,,,,,
12/09/2023 13:22,,,"[""MITRE.T1018"",""XSAE.F2033""]",,,,,,,
